净值日期,单位净值,日增长率
2018-07-02,1.4522,0.0
2018-07-03,1.4527,0.0344
2018-07-04,1.4349,-1.2253
2018-07-05,1.427,-0.5506
2018-07-06,1.4368,0.6868
2018-07-09,1.4748,2.6448
2018-07-10,1.4788,0.2712
2018-07-11,1.4549,-1.6162
2018-07-12,1.4866,2.1788
2018-07-13,1.4928,0.4171
2018-07-16,1.4885,-0.288
2018-07-17,1.4811,-0.4971
2018-07-18,1.4742,-0.4659
2018-07-19,1.4731,-0.0746
2018-07-20,1.4993,1.7786
2018-07-23,1.5127,0.8938
2018-07-24,1.5353,1.494
2018-07-25,1.5338,-0.0977
2018-07-26,1.5172,-1.0823
2018-07-27,1.5116,-0.3691
2018-07-30,1.5091,-0.1654
2018-07-31,1.5103,0.0795
2018-08-01,1.4824,-1.8473
2018-08-02,1.4514,-2.0912
2018-08-03,1.429,-1.5433
2018-08-06,1.4121,-1.1826
2018-08-07,1.4508,2.7406
2018-08-08,1.4296,-1.4613
2018-08-09,1.4634,2.3643
2018-08-10,1.4663,0.1982
2018-08-13,1.4602,-0.416
2018-08-14,1.4531,-0.4862
2018-08-15,1.4208,-2.2228
2018-08-16,1.4147,-0.4293
2018-08-17,1.3958,-1.336
2018-08-20,1.411,1.089
2018-08-21,1.4353,1.7222
2018-08-22,1.4278,-0.5225
2018-08-23,1.4333,0.3852
2018-08-24,1.4359,0.1814
2018-08-27,1.469,2.3052
2018-08-28,1.4664,-0.177
2018-08-29,1.4608,-0.3819
2018-08-30,1.4464,-0.9858
2018-08-31,1.4396,-0.4701
2018-09-03,1.4344,-0.3612
2018-09-04,1.4511,1.1642
2018-09-05,1.4258,-1.7435
2018-09-06,1.4124,-0.9398
2018-09-07,1.4182,0.4106
2018-09-10,1.3988,-1.3679
2018-09-11,1.3963,-0.1787
2018-09-12,1.3874,-0.6374
2018-09-13,1.4015,1.0163
2018-09-14,1.4038,0.1641
2018-09-17,1.3886,-1.0828
2018-09-18,1.415,1.9012
2018-09-19,1.4326,1.2438
2018-09-20,1.4316,-0.0698
2018-09-21,1.4726,2.8639
2018-09-25,1.4599,-0.8624
2018-09-26,1.4753,1.0549
2018-09-27,1.3997,-0.3796
2018-09-28,1.4134,0.9788
2018-10-08,1.3557,-4.0824
2018-10-09,1.3549,-0.059
2018-10-10,1.3521,-0.2067
2018-10-11,1.291,-4.5189
2018-10-12,1.3092,1.4098
2018-10-15,1.2919,-1.3214
2018-10-16,1.282,-0.7663
2018-10-17,1.2887,0.5226
2018-10-18,1.2632,-1.9787
2018-10-19,1.2986,2.8024
2018-10-22,1.3455,3.6116
2018-10-23,1.3128,-2.4303
2018-10-24,1.3147,0.1447
2018-10-25,1.317,0.1749
2018-10-26,1.3091,-0.5998
2018-10-29,1.2712,-2.8951
2018-10-30,1.284,1.0069
2018-10-31,1.301,1.324
2018-11-01,1.2451,0.6995
2018-11-02,1.2873,3.3893
2018-11-05,1.2769,-0.8079
2018-11-06,1.2697,-0.5639
2018-11-07,1.2619,-0.6143
2018-11-08,1.2586,-0.2615
2018-11-09,1.2417,-1.3428
2018-11-12,1.2554,1.1033
2018-11-13,1.2673,0.9479
2018-11-14,1.2552,-0.9548
2018-11-15,1.2692,1.1154
2018-11-16,1.2747,0.4333
2018-11-19,1.2884,1.0748
2018-11-20,1.2602,-2.1888
2018-11-21,1.2633,0.246
2018-11-22,1.2587,-0.3641
2018-11-23,1.2326,-2.0736
2018-11-26,1.2317,-0.073
2018-11-27,1.2302,-0.1218
2018-11-28,1.2456,1.2518
2018-11-29,1.2304,-1.2203
2018-11-30,1.2433,1.0484
2018-12-03,1.2756,2.5979
2018-12-04,1.2781,0.196
2018-12-05,1.2723,-0.4538
2018-12-06,1.2464,-2.0357
2018-12-07,1.2466,0.016
2018-12-10,1.2331,-1.0829
2018-12-11,1.2387,0.4541
2018-12-12,1.2427,0.3229
2018-12-13,1.198,1.4726
2018-12-14,1.1788,-1.6027
2018-12-17,1.177,-0.1527
2018-12-18,1.1656,-0.9686
2018-12-19,1.1525,-1.1239
2018-12-20,1.1441,-0.7289
2018-12-21,1.1307,-1.1712
2018-12-24,1.1338,0.2742
2018-12-25,1.1265,-0.6439
2018-12-26,1.1211,-0.4794
2018-12-27,1.117,-0.3657
2018-12-28,1.1241,0.6356
2018-12-31,1.124,0.0
2019-01-02,1.1096,-1.2899
2019-01-03,1.1079,-0.1532
2019-01-04,1.1325,2.2204
2019-01-07,1.1388,0.5563
2019-01-08,1.1365,-0.202
2019-01-09,1.1473,0.9503
2019-01-10,1.1453,-0.1743
2019-01-11,1.1528,0.6549
2019-01-14,1.1434,-0.8154
2019-01-15,1.1644,1.8366
2019-01-16,1.1644,0.0
2019-01-17,1.1585,-0.5067
2019-01-18,1.1778,1.6659
2019-01-21,1.1836,0.4924
2019-01-22,1.1692,-1.2166
2019-01-23,1.1685,-0.0599
2019-01-24,1.1747,0.5306
2019-01-25,1.1836,0.7576
2019-01-28,1.1833,-0.0253
2019-01-29,1.1871,0.3211
2019-01-30,1.1781,-0.7582
2019-01-31,1.189,0.9252
2019-02-01,1.2049,1.3373
2019-02-11,1.2251,1.6765
2019-02-12,1.2331,0.653
2019-02-13,1.2562,1.8733
2019-02-14,1.258,0.1433
2019-02-15,1.2362,-1.7329
2019-02-18,1.2728,2.9607
2019-02-19,1.2704,-0.1886
2019-02-20,1.2745,0.3227
2019-02-21,1.2712,-0.2589
2019-02-22,1.2979,2.1004
2019-02-25,1.3705,5.5937
2019-02-26,1.3549,-1.1383
2019-02-27,1.3528,-0.155
2019-02-28,1.3493,-0.2587
2019-03-01,1.3766,2.0233
2019-03-04,1.3917,1.0969
2019-03-05,1.3992,0.5389
2019-03-06,1.41,0.7719
2019-03-07,1.3962,-0.9787
2019-03-08,1.3431,-3.8032
2019-03-11,1.3681,1.8614
2019-03-12,1.377,0.6505
2019-03-13,1.3667,-0.748
2019-03-14,1.2932,-0.6219
2019-03-15,1.3089,1.214
2019-03-18,1.3444,2.7122
2019-03-19,1.3384,-0.4463
2019-03-20,1.3388,0.0299
2019-03-21,1.3393,0.0373
2019-03-22,1.3385,-0.0597
2019-03-25,1.3085,-2.2413
2019-03-26,1.2946,-1.0623
2019-03-27,1.3088,1.0969
2019-03-28,1.304,-0.3667
2019-03-29,1.3514,3.635
2019-04-01,1.3853,2.5085
2019-04-02,1.3844,-0.065
2019-04-03,1.401,1.1991
2019-04-04,1.4143,0.9493
2019-04-08,1.4133,-0.0707
2019-04-09,1.4194,0.4316
2019-04-10,1.4227,0.2325
2019-04-11,1.3935,-2.0524
2019-04-12,1.3905,-0.2153
2019-04-15,1.3861,-0.3164
2019-04-16,1.4225,2.6261
2019-04-17,1.423,0.0351
2019-04-18,1.418,-0.3514
2019-04-19,1.4339,1.1213
2019-04-22,1.4027,-2.1759
2019-04-23,1.4005,-0.1568
2019-04-24,1.4042,0.2642
2019-04-25,1.3752,-2.0652
2019-04-26,1.3578,-1.2653
2019-04-29,1.3615,0.2725
2019-04-30,1.3658,0.3158
2019-05-06,1.2902,-5.5352
2019-05-07,1.3023,0.9378
2019-05-08,1.2848,-1.3438
2019-05-09,1.2655,-1.5022
2019-05-10,1.3095,3.4769
2019-05-13,1.2898,-1.5044
2019-05-14,1.2824,-0.5737
2019-05-15,1.3094,2.1054
2019-05-16,1.3148,0.4124
2019-05-17,1.2835,-2.3806
2019-05-20,1.2732,-0.8025
2019-05-21,1.2894,1.2724
2019-05-22,1.2836,-0.4498
2019-05-23,1.2634,-1.5737
2019-05-24,1.267,0.2849
2019-05-27,1.2823,1.2076
2019-05-28,1.2944,0.9436
2019-05-29,1.2285,-0.224
2019-05-30,1.2222,-0.5128
2019-05-31,1.2192,-0.2455
2019-06-03,1.2204,0.0984
2019-06-04,1.2098,-0.8686
2019-06-05,1.2093,-0.0413
2019-06-06,1.1994,-0.8187
2019-06-10,1.2121,1.0589
2019-06-11,1.2436,2.5988
2019-06-12,1.235,-0.6915
2019-06-13,1.2334,-0.1296
2019-06-14,1.2243,-0.7378
2019-06-17,1.2241,-0.0163
2019-06-18,1.2283,0.3431
2019-06-19,1.2471,1.5306
2019-06-20,1.2816,2.7664
2019-06-21,1.2833,0.1326
2019-06-24,1.2856,0.1792
2019-06-25,1.2731,-0.9723
2019-06-26,1.2715,-0.1257
2019-06-27,1.2224,1.0145
2019-06-28,1.2207,-0.1391
2019-06-30,1.2207,0.0
2019-07-01,1.2538,2.7116
2019-07-02,1.2543,0.0399
2019-07-03,1.2419,-0.9886
2019-07-04,1.2359,-0.4831
2019-07-05,1.2428,0.5583
2019-07-08,1.2165,-2.1162
2019-07-09,1.2143,-0.1808
2019-07-10,1.2128,-0.1235
2019-07-11,1.2134,0.0495
2019-07-12,1.2224,0.7417
2019-07-15,1.227,0.3763
2019-07-16,1.2219,-0.4156
2019-07-17,1.2214,-0.0409
2019-07-18,1.211,-0.8515
2019-07-19,1.2233,1.0157
2019-07-22,1.2158,-0.6131
2019-07-23,1.2189,0.255
2019-07-24,1.2277,0.722
2019-07-25,1.2371,0.7657
2019-07-26,1.2395,0.194
2019-07-29,1.1782,-0.1049
2019-07-30,1.1828,0.3904
2019-07-31,1.173,-0.8285
2019-08-01,1.1638,-0.7843
2019-08-02,1.148,-1.3576
2019-08-05,1.1273,-1.8031
2019-08-06,1.1171,-0.9048
2019-08-07,1.1128,-0.3849
2019-08-08,1.127,1.2761
2019-08-09,1.1168,-0.9051
2019-08-12,1.1355,1.6744
2019-08-13,1.1258,-0.8542
2019-08-14,1.1305,0.4175
2019-08-15,1.1347,0.3715
2019-08-16,1.1395,0.423
2019-08-19,1.1632,2.0799
2019-08-20,1.1622,-0.086
2019-08-21,1.1605,-0.1463
2019-08-22,1.164,0.3016
2019-08-23,1.1719,0.6787
2019-08-26,1.156,-1.3568
2019-08-27,1.1705,1.2543
2019-08-28,1.1663,-0.3588
2019-08-29,1.1628,-0.3001
2019-08-30,1.1653,0.215
2019-09-02,1.1789,1.1671
2019-09-03,1.1803,0.1188
2019-09-04,1.1903,0.8472
2019-09-05,1.2017,0.9577
2019-09-06,1.2085,0.5659
2019-09-09,1.2155,0.5792
2019-09-10,1.2115,-0.3291
2019-09-11,1.2032,-0.6851
2019-09-12,1.2155,1.0223
2019-09-16,1.2111,-0.362
2019-09-17,1.1921,-1.5688
2019-09-18,1.1974,0.4446
2019-09-19,1.2014,0.3341
2019-09-20,1.2046,0.2664
2019-09-23,1.1916,-1.0792
2019-09-24,1.1946,0.2518
2019-09-25,1.186,-0.7199
2019-09-26,1.1775,-0.7167
2019-09-27,1.1807,0.2718
2019-09-30,1.17,-0.9062
2019-10-08,1.1763,0.5385
2019-10-09,1.1778,0.1275
2019-10-10,1.1869,0.7726
2019-10-11,1.1977,0.9099
2019-10-14,1.2099,1.0186
2019-10-15,1.2048,-0.4215
2019-10-16,1.2009,-0.3237
2019-10-17,1.2016,0.0583
2019-10-18,1.1853,-1.3565
2019-10-21,1.1885,0.27
2019-10-22,1.1929,0.3702
2019-10-23,1.1857,-0.6036
2019-10-24,1.1855,-0.0169
2019-10-25,1.1931,0.6411
2019-10-28,1.2016,0.7124
2019-10-29,1.1968,-0.3995
2019-10-30,1.1913,-0.4596
2019-10-31,1.19,-0.1091
2019-11-01,1.209,1.5966
2019-11-04,1.2164,0.6121
2019-11-05,1.2236,0.5919
2019-11-06,1.2184,-0.425
2019-11-07,1.2204,0.1641
2019-11-08,1.215,-0.4425
2019-11-11,1.1947,-1.6708
2019-11-12,1.1949,0.0167
2019-11-13,1.1937,-0.1004
2019-11-14,1.1954,0.1424
2019-11-15,1.1871,-0.6943
2019-11-18,1.1966,0.8003
2019-11-19,1.208,0.9527
2019-11-20,1.1966,-0.9437
2019-11-21,1.1913,-0.4429
2019-11-22,1.1799,-0.9569
2019-11-25,1.188,0.6865
2019-11-26,1.1919,0.3283
2019-11-27,1.187,-0.4111
2019-11-28,1.1832,-0.3201
2019-11-29,1.1734,-0.8283
2019-12-02,1.1754,0.1704
2019-12-03,1.1798,0.3743
2019-12-04,1.1794,-0.0339
2019-12-05,1.1878,0.7122
2019-12-06,1.1931,0.4462
2019-12-09,1.1911,-0.1676
2019-12-10,1.1927,0.1343
2019-12-11,1.1936,0.0755
2019-12-12,1.1903,-0.2765
2019-12-13,1.2125,1.8651
2019-12-16,1.1598,0.4371
2019-12-17,1.1747,1.2847
2019-12-18,1.1723,-0.2043
2019-12-19,1.1707,-0.1365
2019-12-20,1.168,-0.2306
2019-12-23,1.1542,-1.1815
2019-12-24,1.1613,0.6151
2019-12-25,1.1607,-0.0517
2019-12-26,1.1704,0.8357
2019-12-27,1.1693,-0.094
2019-12-30,1.1857,1.4025
2019-12-31,1.1897,0.3374
2020-01-02,1.2055,1.3281
2020-01-03,1.2036,-0.1576
2020-01-06,1.1993,-0.3573
2020-01-07,1.2077,0.7004
2020-01-08,1.1946,-1.0847
2020-01-09,1.2091,1.2138
2020-01-10,1.2087,-0.0331
2020-01-13,1.2198,0.9183
2020-01-14,1.2158,-0.3279
2020-01-15,1.2095,-0.5182
2020-01-16,1.2046,-0.4051
2020-01-17,1.2062,0.1328
2020-01-20,1.2146,0.6964
2020-01-21,1.135,-1.6137
2020-01-22,1.1394,0.3877
2020-01-23,1.1059,-2.9401
2020-02-03,1.023,-7.4962
2020-02-04,1.0426,1.9159
2020-02-05,1.0522,0.9208
2020-02-06,1.0686,1.5586
2020-02-07,1.0686,0.0
2020-02-10,1.0727,0.3837
2020-02-11,1.0823,0.8949
2020-02-12,1.0906,0.7669
2020-02-13,1.0842,-0.5868
2020-02-14,1.0914,0.6641
2020-02-17,1.1148,2.144
2020-02-18,1.1088,-0.5382
2020-02-19,1.1074,-0.1263
2020-02-20,1.1315,2.1763
2020-02-21,1.133,0.1326
2020-02-24,1.1285,-0.3972
2020-02-25,1.1261,-0.2127
2020-02-26,1.1133,-1.1367
2020-02-27,1.1174,0.3683
2020-02-28,1.08,-3.3471
2020-03-02,1.1143,3.1759
2020-03-03,1.1199,0.5026
2020-03-04,1.126,0.5447
2020-03-05,1.1501,2.1403
2020-03-06,1.1326,-1.5216
2020-03-09,1.0965,-3.1874
2020-03-10,1.1185,2.0064
2020-03-11,1.1046,-1.2427
2020-03-12,1.0846,-1.8106
2020-03-13,1.0703,-1.3185
2020-03-16,1.0275,-3.9989
2020-03-17,1.0229,-0.4477
2020-03-18,1.0043,-1.8184
2020-03-19,0.9923,-1.1949
2020-03-20,1.0088,1.6628
2020-03-23,0.9774,-3.1126
2020-03-24,1.0013,2.4453
2020-03-25,1.0257,2.4368
2020-03-26,1.0195,-0.6045
2020-03-27,1.0229,0.3335
2020-03-30,1.0134,-0.9287
2020-03-31,1.0158,0.2368
2020-04-01,1.0129,-0.2855
2020-04-02,1.0281,1.5006
2020-04-03,1.0227,-0.5252
2020-04-07,1.0448,2.1609
2020-04-08,1.0401,-0.4498
2020-04-09,1.0436,0.3365
2020-04-10,1.0374,-0.5941
2020-04-13,1.0333,-0.3952
2020-04-14,1.0519,1.8001
2020-04-15,1.0447,-0.6845
2020-04-16,1.046,0.1244
2020-04-17,1.0556,0.9178
2020-04-20,1.059,0.3221
2020-04-21,1.047,-1.1331
2020-04-22,1.0553,0.7927
2020-04-23,1.0528,-0.2369
2020-04-24,1.0444,-0.7979
2020-04-27,1.0512,0.6511
2020-04-28,1.058,0.6469
2020-04-29,1.0626,0.4348
2020-04-30,1.0749,1.1575
2020-05-06,1.0808,0.5489
2020-05-07,1.0779,-0.2683
2020-05-08,1.0891,1.0391
2020-05-11,1.0884,-0.0643
2020-05-12,1.0884,0.0
2020-05-13,1.0905,0.1929
2020-05-14,1.0793,-1.0271
2020-05-15,1.0761,-0.2965
2020-05-18,1.0791,0.2788
2020-05-19,1.0878,0.8062
2020-05-20,1.0824,-0.4964
2020-05-21,1.0768,-0.5174
2020-05-22,1.0534,-2.1731
2020-05-25,1.0546,0.1139
2020-05-26,1.0662,1.0999
2020-05-27,1.0591,-0.6659
2020-05-28,1.0622,0.2927
2020-05-29,1.0655,0.3107
2020-06-01,1.093,2.5809
2020-06-02,1.0968,0.3477
2020-06-03,1.0971,0.0274
2020-06-04,1.0968,-0.0273
2020-06-05,1.102,0.4741
2020-06-08,1.1072,0.4719
2020-06-09,1.1139,0.6051
2020-06-10,1.1129,-0.0898
2020-06-11,1.1024,-0.9435
2020-06-12,1.1032,0.0726
2020-06-15,1.0908,-1.124
2020-06-16,1.1065,1.4393
2020-06-17,1.1073,0.0723
2020-06-18,1.1148,0.6773
2020-06-19,1.1296,1.3276
2020-06-22,1.1308,0.1062
2020-06-23,1.1358,0.4422
2020-06-24,1.142,0.5459
2020-06-29,1.1342,-0.683
2020-06-30,1.1494,1.3402
2020-07-01,1.1713,1.9053
2020-07-02,1.1947,1.9978
2020-07-03,1.2169,1.8582
2020-07-06,1.2791,5.1113
2020-07-07,1.2847,0.4378
2020-07-08,1.3071,1.7436
2020-07-09,1.3243,1.3159
2020-07-10,1.3043,-1.5102
2020-07-13,1.3303,1.9934
2020-07-14,1.319,-0.8494
2020-07-15,1.306,-0.9856
2020-07-16,1.2567,-3.7749
2020-07-17,1.2633,0.5252
2020-07-20,1.2992,2.8418
2020-07-21,1.3018,0.2001
2020-07-22,1.3099,0.6222
2020-07-23,1.3101,0.0153
2020-07-24,1.2553,-4.1829
2020-07-27,1.2606,0.4222
2020-07-28,1.2724,0.9361
2020-07-29,1.3025,2.3656
2020-07-30,1.2971,-0.4146
2020-07-31,1.3092,0.9329
2020-08-03,1.3293,1.5353
2020-08-04,1.3297,0.0301
2020-08-05,1.3305,0.0602
2020-08-06,1.3273,-0.2405
2020-08-07,1.312,-1.1527
2020-08-10,1.316,0.3049
2020-08-11,1.3045,-0.8739
2020-08-12,1.2953,-0.7053
2020-08-13,1.2923,-0.2316
2020-08-14,1.3107,1.4238
2020-08-17,1.3393,2.182
2020-08-18,1.3383,-0.0747
2020-08-19,1.319,-1.4421
2020-08-20,1.3033,-1.1903
2020-08-21,1.3135,0.7826
2020-08-24,1.3231,0.73
2020-08-25,1.3243,0.09
2020-08-26,1.3085,-1.19
2020-08-27,1.3153,0.52
2020-08-28,1.3443,2.2
2020-08-31,1.337,-0.54
2020-09-01,1.343,0.45
2020-09-02,1.3431,0.01
2020-09-03,1.3364,-0.5
2020-09-04,1.3248,-0.87
2020-09-07,1.2966,-2.13
2020-09-08,1.3026,0.46
2020-09-09,1.2733,-2.25
2020-09-10,1.2722,-0.09
2020-09-11,1.2845,0.97
2020-09-14,1.2904,0.46
2020-09-15,1.3006,0.79
2020-09-16,1.2933,-0.56
2020-09-17,1.2875,-0.45
2020-09-18,1.3145,2.1
2020-09-21,1.3023,-0.93
2020-09-22,1.2877,-1.12
2020-09-23,1.2922,0.35
2020-09-24,1.2686,-1.83
2020-09-25,1.2702,0.13
2020-09-28,1.2719,0.13
2020-09-29,1.2746,0.21
2020-09-30,1.2731,-0.12
2020-10-09,1.2974,1.91
2020-10-12,1.3359,2.97
2020-10-13,1.3402,0.32
2020-10-14,1.3315,-0.65
2020-10-15,1.3301,-0.11
2020-10-16,1.3321,0.15
2020-10-19,1.3234,-0.65
2020-10-20,1.3329,0.72
2020-10-21,1.3321,-0.06
2020-10-22,1.3282,-0.29
2020-10-23,1.3128,-1.16
2020-10-26,1.3063,-0.5
2020-10-27,1.3087,0.18
2020-10-28,1.3188,0.77
2020-10-29,1.3287,0.75
2020-10-30,1.309,-1.48
2020-11-02,1.3156,0.5
2020-11-03,1.3309,1.16
2020-11-04,1.3396,0.65
2020-11-05,1.3588,1.43
2020-11-06,1.359,0.01
2020-11-09,1.3848,1.9
2020-11-10,1.377,-0.56
2020-11-11,1.3626,-1.05
2020-11-12,1.364,0.1
2020-11-13,1.3508,-0.97
2020-11-16,1.3625,0.87
2020-11-17,1.3597,-0.21
2020-11-18,1.3591,-0.04
2020-11-19,1.3685,0.69
2020-11-20,1.3724,0.28
2020-11-23,1.3882,1.15
2020-11-24,1.3804,-0.56
2020-11-25,1.3637,-1.21
2020-11-26,1.3652,0.11
2020-11-27,1.3813,1.18
2020-11-30,1.3766,-0.34
2020-12-01,1.4038,1.98
2020-12-02,1.4048,0.07
2020-12-03,1.402,-0.2
2020-12-04,1.4036,0.11
2020-12-07,1.3932,-0.74
2020-12-08,1.3903,-0.21
2020-12-09,1.3727,-1.27
2020-12-10,1.3726,-0.01
2020-12-11,1.359,-0.99
2020-12-14,1.3706,0.85
2020-12-15,1.3723,0.12
2020-12-16,1.3733,0.07
2020-12-17,1.3901,1.22
2020-12-18,1.3852,-0.35
2020-12-21,1.3972,0.87
2020-12-22,1.3765,-1.48
2020-12-23,1.3875,0.8
2020-12-24,1.3854,-0.15
2020-12-25,1.396,0.77
2020-12-28,1.4014,0.39
2020-12-29,1.3961,-0.38
2020-12-30,1.4152,1.37
2020-12-31,1.4407,1.8
2021-01-04,1.4556,1.03
2021-01-05,1.4815,1.78
2021-01-06,1.4943,0.86
2021-01-07,1.5186,1.63
2021-01-08,1.5147,-0.26
2021-01-11,1.501,-0.9
2021-01-12,1.541,2.66
2021-01-13,1.5361,-0.32
2021-01-14,1.5094,-1.74
2021-01-15,1.5053,-0.27
2021-01-18,1.521,1.04
2021-01-19,1.4997,-1.4
2021-01-20,1.5099,0.68
2021-01-21,1.5332,1.54
2021-01-22,1.5347,0.1
2021-01-25,1.5491,0.94
2021-01-26,1.5209,-1.82
2021-01-27,1.525,0.27
2021-01-28,1.4111,-2.55
2021-01-29,1.4047,-0.45
2021-02-01,1.4209,1.15
2021-02-02,1.4415,1.45
2021-02-03,1.4376,-0.27
2021-02-04,1.435,-0.18
2021-02-05,1.4373,0.16
2021-02-08,1.4572,1.38
2021-02-09,1.4873,2.07
2021-02-10,1.5176,2.04
2021-02-18,1.5074,-0.67
2021-02-19,1.51,0.17
2021-02-22,1.4654,-2.95
2021-02-23,1.4609,-0.31
2021-02-24,1.4259,-2.4
2021-02-25,1.3611,0.58
2021-02-26,1.3264,-2.55
2021-03-01,1.3455,1.44
2021-03-02,1.3292,-1.21
2021-03-03,1.3532,1.81
2021-03-04,1.313,-2.97
2021-03-05,1.3091,-0.3
2021-03-08,1.266,-3.29
2021-03-09,1.2404,-2.02
2021-03-10,1.248,0.61
2021-03-11,1.277,2.32
2021-03-12,1.2813,0.34
2021-03-15,1.2551,-2.04
2021-03-16,1.2654,0.82
2021-03-17,1.2706,0.41
2021-03-18,1.2801,0.75
2021-03-19,1.2484,-2.48
2021-03-22,1.2602,0.95
2021-03-23,1.2491,-0.88
2021-03-24,1.2303,-1.51
2021-03-25,1.2297,-0.05
2021-03-26,1.256,2.14
2021-03-29,1.258,0.16
2021-03-30,1.2691,0.88
2021-03-31,1.2583,-0.85
2021-04-01,1.2731,1.18
2021-04-02,1.285,0.93
2021-04-06,1.28,-0.39
2021-04-07,1.2714,-0.67
2021-04-08,1.2735,0.17
2021-04-09,1.2556,-1.41
2021-04-12,1.2351,-1.63
2021-04-13,1.2331,-0.16
2021-04-14,1.2426,0.77
2021-04-15,1.2351,-0.6
2021-04-16,1.2392,0.33
2021-04-19,1.2676,2.29
2021-04-20,1.2668,-0.06
2021-04-21,1.2703,0.28
2021-04-22,1.2689,-0.11
2021-04-23,1.28,0.87
2021-04-26,1.2664,-1.06
2021-04-27,1.2694,0.24
2021-04-28,1.2762,0.54
2021-04-29,1.2869,0.84
2021-04-30,1.2773,-0.75
2021-05-06,1.2628,-1.14
2021-05-07,1.2477,-1.2
2021-05-10,1.2468,-0.07
2021-05-11,1.2541,0.59
2021-05-12,1.2592,0.41
2021-05-13,1.2472,-0.95
2021-05-14,1.275,2.23
2021-05-17,1.2926,1.38
2021-05-18,1.2931,0.04
2021-05-19,1.2898,-0.26
2021-05-20,1.2933,0.27
2021-05-21,1.2812,-0.94
2021-05-24,1.2861,0.38
2021-05-25,1.3247,3.0
2021-05-26,1.3252,0.04
2021-05-27,1.3293,0.31
2021-05-28,1.3259,-0.26
2021-05-31,1.3284,0.19
2021-06-01,1.3309,0.19
2021-06-02,1.3191,-0.89
2021-06-03,1.3112,-0.6
2021-06-04,1.318,0.52
2021-06-07,1.3173,-0.05
2021-06-08,1.3071,-0.77
2021-06-09,1.3085,0.11
2021-06-10,1.3173,0.67
2021-06-11,1.3071,-0.77
2021-06-15,1.2931,-1.07
2021-06-16,1.2734,-1.52
2021-06-17,1.279,0.44
2021-06-18,1.2796,0.05
2021-06-21,1.2766,-0.23
2021-06-22,1.2845,0.62
2021-06-23,1.2909,0.5
2021-06-24,1.2932,0.18
2021-06-25,1.3141,1.62
2021-06-28,1.2567,0.2
2021-06-29,1.2436,-1.04
2021-06-30,1.2518,0.66
2021-07-01,1.253,0.1
2021-07-02,1.2186,-2.75
2021-07-05,1.2196,0.08
2021-07-06,1.2198,0.02
2021-07-07,1.2332,1.1
2021-07-08,1.2216,-0.94
2021-07-09,1.2186,-0.25
2021-07-12,1.233,1.18
2021-07-13,1.2365,0.28
2021-07-14,1.2231,-1.08
2021-07-15,1.2389,1.29
2021-07-16,1.227,-0.96
2021-07-19,1.2311,0.33
2021-07-20,1.2302,-0.07
2021-07-21,1.2386,0.68
2021-07-22,1.2414,0.23
2021-07-23,1.2274,-1.13
2021-07-26,1.19,-3.05
2021-07-27,1.1511,-3.27
2021-07-28,1.1532,0.18
2021-07-29,1.1736,1.77
2021-07-30,1.1652,-0.72
2021-08-02,1.1932,2.4
2021-08-03,1.1934,0.02
2021-08-04,1.2036,0.85
2021-08-05,1.197,-0.55
2021-08-06,1.1912,-0.48
2021-08-09,1.2057,1.22
2021-08-10,1.2189,1.09
2021-08-11,1.2129,-0.49
2021-08-12,1.2034,-0.78
2021-08-13,1.1974,-0.5
2021-08-16,1.1965,-0.08
2021-08-17,1.1729,-1.97
2021-08-18,1.1861,1.13
2021-08-19,1.1788,-0.62
2021-08-20,1.158,-1.76
2021-08-23,1.1743,1.41
2021-08-24,1.1864,1.03
2021-08-25,1.1887,0.19
2021-08-26,1.1667,-1.85
2021-08-27,1.1725,0.5
2021-08-30,1.169,-0.3
2021-08-31,1.1676,-0.12
2021-09-01,1.1825,1.28
2021-09-02,1.1824,-0.01
2021-09-03,1.1765,-0.5
2021-09-06,1.1972,1.76
2021-09-07,1.2112,1.17
2021-09-08,1.2065,-0.39
2021-09-09,1.206,-0.04
2021-09-10,1.2162,0.85
2021-09-13,1.2113,-0.4
2021-09-14,1.1945,-1.39
2021-09-15,1.183,-0.96
2021-09-16,1.1683,-1.24
2021-09-17,1.1799,0.99
2021-09-22,1.1722,-0.65
2021-09-23,1.1792,0.6
2021-09-24,1.1784,-0.07
2021-09-27,1.1843,0.5
2021-09-28,1.1858,0.13
2021-09-29,1.1744,-0.96
2021-09-30,1.1816,0.61
2021-10-08,1.196,1.22
2021-10-11,1.1975,0.13
2021-10-12,1.185,-1.04
2021-10-13,1.1979,1.09
2021-10-14,1.1919,-0.5
2021-10-15,1.1965,0.39
2021-10-18,1.1832,-1.11
2021-10-19,1.1943,0.94
2021-10-20,1.1914,-0.24
2021-10-21,1.1954,0.34
2021-10-22,1.2029,0.63
2021-10-25,1.2078,0.41
2021-10-26,1.204,-0.31
2021-10-27,1.189,-1.25
2021-10-28,1.181,-0.67
2021-10-29,1.1912,0.86
2021-11-01,1.1871,-0.34
2021-11-02,1.1753,-0.99
2021-11-03,1.1712,-0.35
2021-11-04,1.182,0.92
2021-11-05,1.176,-0.51
2021-11-08,1.1772,0.1
2021-11-09,1.1769,-0.03
2021-11-10,1.1712,-0.48
2021-11-11,1.1853,1.2
2021-11-12,1.1835,-0.15
2021-11-15,1.1824,-0.09
2021-11-16,1.1825,0.01
2021-11-17,1.1831,0.05
2021-11-18,1.1722,-0.92
